Achievement,Achievement_Priority,Client_Name_Pre,Client_Name,Client_Name_Post,Client_Name_Full,Client_Misc,Client_ID,Client_Order,Country,Location,Employer,Start_Date,End_Date,NDA,Project,Role,Role_Size,Role_Size,Task,Task_Priority,Tool,Tool_Type,Tool_Size
Developed certain KPIs for SEC reporting.,2,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Data Modeler,5,11,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,MS SQL Server,data,3
Developed certain KPIs for SEC reporting.,2,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Data Modeler,5,11,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,MS Excel,BI,4
Developed certain KPIs for SEC reporting.,2,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Data Modeler,5,11,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,VBA,language,3
Developed certain KPIs for SEC reporting.,2,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Data Modeler,5,11,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,proprietary tools,misc,2
Re-worked corporate financial forecast model and boosted Top Management's confidence.,1,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Product Designer,9,12,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,MS SQL Server,data,3
Re-worked corporate financial forecast model and boosted Top Management's confidence.,1,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Product Designer,9,12,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,MS Excel,BI,4
Re-worked corporate financial forecast model and boosted Top Management's confidence.,1,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Product Designer,9,12,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,VBA,language,3
Re-worked corporate financial forecast model and boosted Top Management's confidence.,1,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Product Designer,9,12,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,proprietary tools,misc,2
Acted as CFO proxy addressing P&L related questions from all US Account Managers.,3,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Product Designer,9,12,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,MS SQL Server,data,3
Acted as CFO proxy addressing P&L related questions from all US Account Managers.,3,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Product Designer,9,12,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,MS Excel,BI,4
Acted as CFO proxy addressing P&L related questions from all US Account Managers.,3,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Product Designer,9,12,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,VBA,language,3
Acted as CFO proxy addressing P&L related questions from all US Account Managers.,3,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Product Designer,9,12,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,proprietary tools,misc,2
"Provided data for IPO, earnings calls, Top Management, BoD, SEC, investors, auditors.",2,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Product Designer,9,12,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,MS SQL Server,data,3
"Provided data for IPO, earnings calls, Top Management, BoD, SEC, investors, auditors.",2,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Product Designer,9,12,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,MS Excel,BI,4
"Provided data for IPO, earnings calls, Top Management, BoD, SEC, investors, auditors.",2,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Product Designer,9,12,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,VBA,language,3
"Provided data for IPO, earnings calls, Top Management, BoD, SEC, investors, auditors.",2,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Product Designer,9,12,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,proprietary tools,misc,2
Developed certain KPIs for SEC reporting.,2,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Product Designer,9,12,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,MS SQL Server,data,3
Developed certain KPIs for SEC reporting.,2,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Product Designer,9,12,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,MS Excel,BI,4
Developed certain KPIs for SEC reporting.,2,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Product Designer,9,12,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,VBA,language,3
Developed certain KPIs for SEC reporting.,2,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Product Designer,9,12,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,proprietary tools,misc,2
Re-worked corporate financial forecast model and boosted Top Management's confidence.,1,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Automation Engineer,3,10,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,MS SQL Server,data,3
Re-worked corporate financial forecast model and boosted Top Management's confidence.,1,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Automation Engineer,3,10,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,MS Excel,BI,4
Re-worked corporate financial forecast model and boosted Top Management's confidence.,1,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Automation Engineer,3,10,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,VBA,language,3
Re-worked corporate financial forecast model and boosted Top Management's confidence.,1,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Automation Engineer,3,10,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,proprietary tools,misc,2
Acted as CFO proxy addressing P&L related questions from all US Account Managers.,3,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Automation Engineer,3,10,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,MS SQL Server,data,3
Acted as CFO proxy addressing P&L related questions from all US Account Managers.,3,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Automation Engineer,3,10,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,MS Excel,BI,4
Acted as CFO proxy addressing P&L related questions from all US Account Managers.,3,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Automation Engineer,3,10,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,VBA,language,3
Acted as CFO proxy addressing P&L related questions from all US Account Managers.,3,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Automation Engineer,3,10,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,proprietary tools,misc,2
"Provided data for IPO, earnings calls, Top Management, BoD, SEC, investors, auditors.",2,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Automation Engineer,3,10,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,MS SQL Server,data,3
"Provided data for IPO, earnings calls, Top Management, BoD, SEC, investors, auditors.",2,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Automation Engineer,3,10,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,MS Excel,BI,4
"Provided data for IPO, earnings calls, Top Management, BoD, SEC, investors, auditors.",2,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Automation Engineer,3,10,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,VBA,language,3
"Provided data for IPO, earnings calls, Top Management, BoD, SEC, investors, auditors.",2,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Automation Engineer,3,10,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,proprietary tools,misc,2
Developed certain KPIs for SEC reporting.,2,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Automation Engineer,3,10,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,MS SQL Server,data,3
Developed certain KPIs for SEC reporting.,2,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Automation Engineer,3,10,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,MS Excel,BI,4
Developed certain KPIs for SEC reporting.,2,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Automation Engineer,3,10,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,VBA,language,3
Developed certain KPIs for SEC reporting.,2,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,Automation Engineer,3,10,"Corporate financial forecast model automation; improving quality, transparency, reliability and efficiency.",1,proprietary tools,misc,2
Re-worked corporate financial forecast model and boosted Top Management's confidence.,1,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,BI Developer,10,13,"Interactive P&L reports and models for Account Managers: design, data quality, performance, automation.",3,MS SQL Server,data,3
Re-worked corporate financial forecast model and boosted Top Management's confidence.,1,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,BI Developer,10,13,"Interactive P&L reports and models for Account Managers: design, data quality, performance, automation.",3,MS Excel,BI,4
Re-worked corporate financial forecast model and boosted Top Management's confidence.,1,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,BI Developer,10,13,"Interactive P&L reports and models for Account Managers: design, data quality, performance, automation.",3,VBA,language,3
Re-worked corporate financial forecast model and boosted Top Management's confidence.,1,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,BI Developer,10,13,"Interactive P&L reports and models for Account Managers: design, data quality, performance, automation.",3,proprietary tools,misc,2
Acted as CFO proxy addressing P&L related questions from all US Account Managers.,3,EPAM Systems /,FP&A,,EPAM Systems / FP&A,,id_03,3,Belarus,Minsk,EPAM Systems,10/1/2010,6/1/2013,n,Corporate finance analytics and forecasting,BI Developer,10,13,"Interactive P&L reports and models for Account Managers: design, data quality, performance, automation.",3,MS SQL Server,data,3
